Year,Edition,Card Number In set,Name,Team,Points,OnBase,Speed,Position,Handedness,Icon,Pop Up,Strikeout,Ground Ball,Fly Ball,Walk,Single,Single Plus,Double,Triple,Home Run
'02,UL,259,Scott Rolen,Phillies,410,12,15,3B+3,R,,-,1-4,-,5-7,8-11,12-15,16-,17-18,-,19+
'05,UL,32,**Carlos Beltran,Mets,520,11,23,CF+2,S,,-,1-,2-3,4-6,7-11,12-,13-16,17-,18-,19+
'04,UL,233,Jorge Posada,Yankees,380,13,13,C+6,S,S,-,1-2,3-5,6-7,8-12,13-17,-,18-,-,19+
'04,UL,80,**Jim Edmonds,Cardinals,510,11,15,CF+3,L,G,-,1-2,3-4,5-6,7-11,12-15,-,16-17,-,18+
'04,UL,105,*Mike Piazza,Mets,400,12,9,C+6,R,,-,1-3,4-5,6-7,8-12,13-15,-,16-17,-,18+
'04,UL,229,Nick Johnson,Yankees,230,13,11,1B+0,L,,-,1-,2-4,5-6,7-12,13-17,-,18-19,-,20+
'04,CC,122,*Orlando Cepeda,Cardinals,480,12,12,1B+1,R,V,-,1-2,3-4,5-6,7-10,11-17,-,18-,-,19+
'02,UL,61,Manny Ramirez,Red Sox,360,12,11,LF-RF+1,R,,-,1-5,6-,7-,8-11,12-15,-,16-17,-,18+
'02,UL,136,Cliff Floyd,Marlins,420,12,18,LF-RF+1,L,,-,1-3,4-5,6-7,8-10,11-14,15-,16-18,-,19+
'02,ASG,32,Shawn Green,Dodgers,500,11,18,LF-RF+1,L,,-,1-3,4-5,6-,7-10,11-14,15-,16-,-,17+
'02,UL,14,*JORGE POSADA,Yankees,350,12,12,C+6,S,,-,1-3,4-,5-6,7-11,12-15,-,16-18,-,19+
'04,UL,222,Jose Reyes,Mets,500,11,19,SS+4,S,R,-,-,1-3,4-5,6-7,8-14,15-16,17-18,19-,20+
'02,SS,118,*Jeff Kent '98,Giants,400,12,12,2B+4,R,,-,1-5,6-,7-,8-10,11-15,16-,17-18,-,19+
'04,UL,106,*Ivan Rodriguez,Tigers,420,13,11,C+6,R,,-,1-2,3-5,6-,7-9,10-17,-,18-19,-,20+
'04,UL,79,**Scott Rolen,Cardinals,490,11,14,3B+3,R,G,-,1-,2-3,4-5,6-10,11-14,15-,16-18,-,19+
'03,P,5,Aubrey Huff,Devil Rays,260,11,14,"1B+1, 3B+0",L,,-,-,1-3,4-5,6-8,9-16,-,17-18,-,19+
'02,UL,268,Craig Wilson,Pirates,380,12,17,---,R,,-,1-5,6-,-,7-11,12-17,-,-,-,18+
'03,UL,123,**Josh Phelps,Blue Jays,450,11,11,1B+0,R,R,-,1-2,3-,4-5,6-8,9-15,-,16-18,-,19+
'02,UL,346,Carlos Delgado,Blue Jays,330,12,12,1B+0,L,,-,1-3,4-5,6-,7-12,13-16,-,17-18,-,19+
'04,UL,271,Matt Stairs,Pirates,340,12,8,"LF-RF+0, 1B+0",L,,-,1-,2-3,4-6,7-11,12-16,-,17-18,-,19+
'03,UL,35,Gary Sheffield,Braves,370,13,12,LF-RF+0,R,,-,1-,2-4,5-7,8-11,12-16,17-,18-,-,19+
'03,P,43,Gary Sheffield,Braves,370,13,12,LF-RF+0,R,,-,1-,2-4,5-7,8-11,12-16,17-,18-,-,19+
'05,UL,316,Larry Walker,Cardinals,340,13,12,LF-RF+0,L,,-,1-2,3-5,6-7,8-12,13-16,-,17-18,-,19+
'02,UL,298,Edgar Martinez,Mariners,390,12,12,---,R,,-,1-2,3-,4-5,6-11,12-15,-,16-18,-,19+
'04,UL,42,Melvin Mora,Orioles,350,13,14,OF+2,R,,-,1-2,3-5,6-7,8-11,12-17,18-,19-,-,20+
'03,P,13,Erubiel Durazo,Diamondbacks,350,12,10,1B+0,L,,-,1-2,3-4,5-6,7-12,13-16,-,17-18,-,19+
'02,ASG,24,Omar Vizquel,Indians,410,12,19,"SS+4, 2B+1",S,,-,1-,2-5,6-7,8-12,13-15,16-,17-,18-19,20+
'04,UL,25,Marcus Giles,Braves,440,12,14,2B+4,R,,-,1-,2-4,5-6,7-9,10-15,16-,17-19,-,20+
'02,UL,143,Moises Alou,Astros,360,12,13,LF-RF+1,R,,-,-,1-3,4-6,7-9,10-16,-,17-18,-,19+
'03,UL,91,Austin Kearns,Reds,380,13,11,LF-RF+2,R,R,-,1-2,3-5,6-7,8-11,12-17,-,18-19,-,20+
'00,1st,187,Jeff Bagwell,Astros,570,10,A,1B+0,L,,-,1-,-,2-3,4-12,13-15,16-,17-,-,18-20
'03,UL,96,*Hank Blalock,Rangers,490,13,10,3B+0,L,,-,1-2,3-4,5-7,8-10,11-17,-,18-,-,19+
'03,RS,144,**Albert Pujols '01,Cardinals,600,13,10,"3B+1, LF-RF+1",R,RY S,-,1-2,3-5,6-8,9-11,12-16,-,17-18,-,19+
'05,UL,269,Jack Wilson,Pirates,560,11,12,SS+3,R,S,-,1-,2-3,4-,5-6,7-15,-,16-18,19-,20+
'02,UL,236,Bernie Williams,Yankees,400,12,16,OF+1,S,,-,-,1-4,5-6,7-10,11-16,-,17-18,-,19+
'03,UL,292,Rafael Palmeiro,Rangers,400,12,9,1B+0,L,,-,1-,2-3,4-6,7-12,13-16,-,17-18,-,19+
'03,UL,300,Carlos Delgado,Blue Jays,340,12,9,1B+0,L,,-,1-2,3-4,5-6,7-12,13-16,-,17-18,-,19+
'05,UL,140,Carlos Beltran,Astros,420,11,22,CF+2,S,,-,1-,2-3,4-6,7-11,12-,13-16,17-18,-,19+
'04,UL,151,Morgan Ensberg,Astros,400,11,12,3B+2,R,,-,1-,2-3,4-5,6-10,11-16,-,17-,-,18+
'02,SS,125,*Tim Raines '83,Expos,390,12,24,LF-RF+2,S,,-,1-,2-3,4-6,7-12,13-14,15-17,18-,19-20,21+
'04,UL,119,**Joe Morgan,Astros,470,12,23,2B+4,L,V G SB S,-,1-,2-3,4-5,6-10,11-15,16-18,19-,20-22,23+
'03,CC,122,*Reggie Jackson,Athletics,650,11,13,LF-RF+1,L,HR S V,-,1-2,3-,4-6,7-10,11-14,15-,16-,-,17+
'05,UL,253,Jim Thome,Phillies,390,12,8,1B+0,L,,-,1-2,3-4,5-6,7-12,13-16,-,17-18,-,19+
'01,1st,375,Jeff Kent,Giants,580,10,B,2B+3,R,,-,1-,-,2-3,4-8,9-13,14-,15-16,17-,18-20
'01,P,375,Jeff Kent,Giants,580,10,B,2B+3,R,,-,1-,-,2-3,4-8,9-13,14-,15-16,17-,18-20
'01,UL,375,Jeff Kent,Giants,580,10,B,2B+3,R,,-,1-,-,2-3,4-8,9-13,14-,15-16,17-,18-20
'05,UL,76,Aaron Rowand,White Sox,530,11,16,CF+1,R,,-,1-,2-3,4-5,6-7,8-13,14-15,16-18,-,19+
'03,UL,267,John Olerud,Mariners,300,13,8,1B+1,L,G,-,1-,2-4,5-7,8-12,13-17,-,18-19,-,20+
'04,UL,94,**Frank Thomas,White Sox,310,13,10,1B+0,R,,-,1-,2-4,5-7,8-12,13-17,-,18-19,-,20+
'02,UL,17,Erubiel Durazo,Diamondbacks,280,11,10,1B+0,L,,-,1-4,5-,6-,7-12,13-15,-,16-17,-,18+
'03,UL,6,Adam Kennedy,Angels,520,12,14,2B+3,L,,-,1-,2-3,4-5,6-7,8-15,16-,17-19,20-,21+
'02,UL,48,*Shawn Green,Dodgers,400,11,18,LF-RF+1,L,,-,1-3,4-5,6-,7-10,11-14,15-,16-17,-,18+
'02,UL,169,Shawn Green,Dodgers,400,11,18,LF-RF+1,L,,-,1-2,3-5,6-,7-10,11-14,15-,16-17,-,18+
'03,SS,111,*Carlos Baerga,Indians,540,12,14,2B+4,S,S,-,1-,2-4,5-6,7-8,9-16,17-,18-19,-,20+
'03,UL,117,**Ryan Klesko,Padres,410,12,11,1B+0,L,,-,1-,2-4,5-7,8-11,12-16,-,17-18,-,19+
'03,UL,96,**Jeremy Giambi,Red Sox,310,13,10,LF-RF+0,L,,-,1-3,4-,5-6,7-13,14-17,-,18-,-,19+
'01,1st,397,Alex Rodriguez,Mariners,550,10,B,SS+4,R,,-,1-2,3-,-,4-10,11-14,15-,16-17,-,18-20
'01,UL,397,Alex Rodriguez,Mariners,550,10,B,SS+4,R,,-,1-2,3-,-,4-10,11-14,15-,16-17,-,18-20
'02,UL,163,Mike Sweeney,Royals,310,11,14,1B+0,R,,-,-,1-3,4-6,7-9,10-15,-,16-18,-,19+
'02,UL,173,Paul Lo Duca,Dodgers,340,12,11,C+7,R,,-,-,1-4,5-7,8-10,11-16,-,17-18,-,19+
'02,UL,204,Vladimir Guerrero,Expos,400,11,18,LF-RF+1,R,,-,1-,2-5,6-7,8-9,10-13,14-,15-17,-,18+
'05,UL,231,Eric Chavez,Athletics,360,12,12,3B+3,L,G,-,1-2,3-4,5-6,7-12,13-17,-,18-,-,19+
'04,UL,58,*Javy Lopez,Orioles,450,13,9,C+7,R,,-,1-,2-4,5-7,8-10,11-17,-,18-19,-,20+
'03,UL,229,Jeremy Giambi,Phillies,300,13,8,"LF-RF+0, 1B+0",L,,-,1-2,3-4,5-6,7-13,14-18,-,19-,-,20+
'02,UL,309,Jim Edmonds,Cardinals,360,12,12,"CF+2, LF-RF+1",L,,-,1-4,5-,6-,7-12,13-16,-,17-18,-,19+
'01,UL,370,Barry Bonds,Giants,650,10,B,LF-RF+1,L,,-,1-,-,2-3,4-10,11-12,13-,14-15,-,16-20
'01,1st,370,Barry Bonds,Giants,650,10,B,LF-RF+1,L,,-,1-,-,2-3,4-10,11-12,13-,14-15,-,16-20
'00,1st,21,*Carl Everett,Red Sox,650,10,A,OF+2,S,,-,1-2,3-,4-5,6-9,10-14,15-,16-17,-,18-20
'04,UL,71,*Lew Ford,Twins,350,12,15,LF-RF+1,R,R,-,1-,2-4,5-6,7-9,10-15,16-,17-18,19-,20+
'03,UL,254,Jeff Kent,Giants,600,11,11,2B+3,R,S,-,1-,2-3,4-6,7-9,10-15,-,16-17,-,18+
'04,UL,1,Garrett Anderson,Angels,530,11,11,LF-RF+2,L,S,-,1-,2-4,5-6,7-8,9-15,-,16-18,-,19+
'02,ASG,16,Jorge Posada,Yankees,400,12,12,C+6,S,,-,1-3,4-,5-7,8-11,12-15,-,16-18,-,19+
'03,SS,110,*Mark Grace,Cubs,440,12,12,1B+1,L,G,-,1-,2-4,5-6,7-10,11-16,-,17-19,-,20+
'04,UL,104,*Miguel Tejada,Orioles,380,11,14,SS+3,R,,-,1-,2-3,4-5,6-10,11-14,15-,16-18,-,19+
'02,UL,85,Magglio Ordonez,White Sox,360,12,16,LF-RF+1,R,,-,-,1-5,6-7,8-10,11-15,16-,17-18,-,19+
'00,1st,156,Larry Walker,Rockies,620,10,B,LF-RF+0,L,,-,-,1-,2-,3-7,8-13,14-,15-16,-,17-20
'02,UL,262,Brian Giles,Pirates,430,12,18,LF-RF+0,L,,-,-,1-3,4-6,7-11,12-16,-,17-18,-,19+
'03,UL,121,**Ivan Rodriguez,Marlins,410,11,11,C+8,R,,-,1-,2-3,4-6,7-8,9-15,-,16-18,-,19+
'03,UL,125,**Chipper Jones,Braves,480,13,13,LF-RF+1,S,,-,1-,2-3,4-6,7-11,12-17,-,18-19,-,20+
'01,1st,323,Bobby Abreu,Phillies,510,10,A,LF-RF+2,L,,-,1-2,3-,4-,5-10,11-14,15-,16-17,18-,19-20
'01,UL,2,Darin Erstad,Angels,510,10,A,LF-RF+2,L,,-,-,1-3,4-,5-6,7-15,16-,17-18,-,19-20
'01,1st,2,Darin Erstad,Angels,510,10,A,LF-RF+2,L,,-,-,1-3,4-,5-6,7-15,16-,17-18,-,19-20
'03,UL,215,Bernie Williams,Yankees,460,13,12,CF+1,S,S,-,1-2,3-5,6-,7-10,11-17,-,18-19,-,20+
'02,ASG,33,Vladimir Guerrero,Expos,450,11,18,LF-RF+1,R,,-,1-,2-5,6-7,8-10,11-13,14-,15-17,-,18+
'05,UL,80,Sean Casey,Reds,430,12,10,1B+0,L,,-,1-,2-4,5-6,7-9,10-16,-,17-19,-,20+
'04,UL,108,**Derek Jeter,Yankees,350,12,21,SS+1,R,,-,1-2,3-5,6-,7-9,10-15,16-17,18-,19-,20+
'03,UL,79,Paul Konerko,White Sox,450,11,8,1B+0,R,,-,1-,2-3,4-5,6-8,9-16,-,17-18,-,19+
'04,UL,75,**Gary Sheffield,Yankees,380,13,16,LF-RF+1,R,S,-,1-,2-4,5-7,8-11,12-16,17-,18-19,-,20+
'02,SS,116,*Chuck Knoblauch '97,Twins,370,12,22,2B+6,R,,-,1-2,3-5,6-7,8-11,12-14,15-16,17-19,20-,21+
'04,UL,102,*Victor Martinez,Indians,340,11,15,C+8,S,,-,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
'04,UL,69,**Derrek Lee,Cubs,330,11,18,1B+1,R,G,-,1-2,3-4,5-6,7-11,12-15,16-,17-18,-,19+
'00,1st,7,*Erubiel Durazo,Diamondbacks,510,10,B,1B+0,L,,-,1-4,-,-,5-8,9-16,-,17-,-,18-20
'00,FS,7,*Erubiel Durazo,Diamondbacks,510,10,B,1B+0,L,,-,1-4,-,-,5-8,9-16,-,17-,-,18-20
'04,UL,252,Bobby Abreu,Phillies,340,13,17,LF-RF+1,L,,-,1-2,3-5,6-7,8-12,13-16,17-,18-19,-,20+
'02,UL,65,*Eric Chavez,Athletics,360,11,14,3B+2,L,,-,1-3,4-5,6-,7-10,11-14,-,15-18,-,19+
'04,UL,96,*Hank Blalock,Rangers,540,12,10,3B+0,L,,-,1-2,3-4,5-6,7-9,10-16,-,17-18,-,19+
'04,UL,47,Nomar Garciaparra,Red Sox,580,11,16,SS+2,R,,-,1-,2-3,4-6,7-8,9-14,15-,16-17,18-,19+
'00,HRH,412,Mark Mcgwire,Cardinals,570,10,C,1B+0,R,,-,1-2,-,3-5,6-13,14-,-,15-,-,16-20
'00,1st,412,Mark Mcgwire,Cardinals,570,10,C,1B+0,R,,-,1-2,-,3-5,6-13,14-,-,15-,-,16-20
'03,UL,225,Bobby Abreu,Phillies,340,13,18,LF-RF+0,L,,-,1-2,3-5,6-7,8-12,13-15,16-17,18-19,-,20+
'02,UL,340,Ivan Rodriguez,Rangers,420,10,16,C+12,R,,-,1-,2-3,4-6,7-,8-14,15-,16-17,-,18+
'01,1st,342,Brian Giles,Pirates,510,10,B,"CF+2, LF-RF+1",L,,-,-,1-2,3-,4-10,11-15,-,16-17,-,18-20
'01,UL,342,Brian Giles,Pirates,510,10,B,"CF+2, LF-RF+1",L,,-,-,1-2,3-,4-10,11-15,-,16-17,-,18-20
'04,UL,137,Derrek Lee,Marlins,360,11,17,1B+1,R,G,-,1-2,3-4,5-6,7-11,12-15,16-,17-18,-,19+
'00,1st,37,Chipper Jones,Braves,610,10,A,3B+2,S,,-,1-,2-3,4-,5-11,12-14,15-,16-17,-,18-20
'00,DS,37,Chipper Jones,Braves,610,10,A,3B+2,S,,-,1-,2-3,4-,5-11,12-14,15-,16-17,-,18-20
'00,HRH,37,Chipper Jones,Braves,610,10,A,3B+2,S,,-,1-,2-3,4-,5-11,12-14,15-,16-17,-,18-20
'02,UL,91,Adam Dunn,Reds,370,11,15,LF-RF+1,L,,-,1-5,-,6-,7-12,13-14,-,15-17,-,18+
'02,UL,286,Jeff Kent,Giants,390,11,14,2B+4,R,,-,1-,2-3,4-6,7-10,11-15,-,16-18,-,19+
'01,1st,371,Ellis Burks,Giants,540,10,B,LF-RF+1,R,,-,-,1-2,3-,4-7,8-14,-,15-16,17-,18-20
'05,UL,120,Ivan Rodriguez,Tigers,460,12,12,C+10,R,G S,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'00,1st,154,Terry Shumpert,Rockies,560,10,A,2B+4,R,,-,1-,-,2-5,6-8,9-13,14-,15-18,-,19-20
'04,UL,32,*Gerald Laird,Rangers,260,13,8,C+10,R,R,-,1-2,3-5,6-7,8-10,11-18,-,19-20,-,21+
'02,UL,70,**Gregg Zaun,Astros,390,12,11,C+6,S,,-,1-,2-4,5-7,8-10,11-16,-,17-18,-,19+
'04,UL,192,Scott Podsednik,Brewers,360,12,23,CF+2,L,SB R,-,1-,2-4,5-6,7-9,10-14,15-18,19-,20-,21+
'01,1st,404,Jim Edmonds,Cardinals,560,10,B,"CF+2, LF-RF+1",L,,-,1-3,-,4-,5-11,12-15,-,16-,-,17-20
'01,UL,404,Jim Edmonds,Cardinals,560,10,B,"CF+2, LF-RF+1",L,,-,1-3,-,4-,5-11,12-15,-,16-,-,17-20
'02,UL,68,Fred McGriff,Cubs,240,12,11,1B+0,L,,-,1-3,4-6,7-,8-11,12-17,-,18-,-,19+
'04,UL,304,Ichiro Suzuki,Mariners,370,11,21,LF-RF+2,L,G,-,1-,2-4,5-6,7-8,9-15,16-17,18-,19-,20+
'03,UL,98,*Michael Young,Rangers,540,12,15,2B+2,R,,-,1-2,3-5,6-,7-8,9-16,17-,18-,19-,20+
'02,UL,27,*Ruben Sierra,Mariners,310,11,13,LF-RF+1,S,,-,1-2,3-4,5-7,8-,9-14,-,15-17,-,18+
'04,UL,295,Bret Boone,Mariners,370,11,15,2B+4,R,G S,-,1-2,3-4,5-6,7-10,11-15,16-,17-18,-,19+
'01,1st,229,Gary Sheffield,Dodgers,550,10,B,LF-RF+1,R,,-,-,1-,2-3,4-10,11-15,-,16-,-,17-20
'01,P,229,Gary Sheffield,Dodgers,550,10,B,LF-RF+1,R,,-,-,1-,2-3,4-10,11-15,-,16-,-,17-20
'01,UL,229,Gary Sheffield,Dodgers,550,10,B,LF-RF+1,R,,-,-,1-,2-3,4-10,11-15,-,16-,-,17-20
'05,UL,226,Alex Rodriguez,Yankees,400,11,19,3B+2,R,,-,1-2,3-4,5-6,7-10,11-14,15-17,18-,-,19+
'04,UL,119,Larry Walker,Rockies,380,13,12,LF-RF+1,L,,-,1-2,3-5,6-7,8-12,13-17,-,18-,19-,20+
'01,1st,135,Manny Ramirez,Indians,560,10,C,LF-RF+0,R,,-,1-2,-,-,3-8,9-13,-,14-16,-,17-20
'01,UL,135,Manny Ramirez,Indians,560,10,C,LF-RF+0,R,,-,1-2,-,-,3-8,9-13,-,14-16,-,17-20
'04,UL,67,**Brian Giles,Padres,310,13,10,LF-RF+1,L,,-,1-,2-3,4-6,7-12,13-17,-,18-19,-,20+
'00,1st,115,*Ryan Klesko,Padres,500,10,B,1B+0,L,,-,1-,2-3,4-5,6-9,10-15,-,16-17,-,18-20
'02,UL,32,*Omar Vizquel,Indians,310,11,19,SS+4,S,,-,1-,2-5,6-7,8-11,12-15,16-,17-,18-21,22+
'05,UL,259,Jason Kendall,Pirates,280,12,13,C+8,R,,-,1-,2-5,6-,7-10,11-16,17-,18-19,-,20+
'05,UL,338,Mark Teixeira,Rangers,460,11,10,1B+0,S,S,-,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
'01,1st,81,*Ellis Burks,Indians,520,10,B,LF-RF+1,R,,-,-,1-2,3-,4-8,9-15,-,16-,17-,18-20
'02,UL,76,**Nomar Garciaparra,Red Sox,400,11,15,SS+1,R,,-,1-,2-3,4-5,6-8,9-15,-,16-18,-,19+
'05,UL,38,Melvin Mora,Orioles,390,13,13,3B+1,R,S,-,1-2,3-5,6-7,8-11,12-16,17-,18-19,-,20+
'00,FS,327,Bobby Abreu,Phillies,550,10,A,LF-RF+1,L,,-,1-2,3-,-,4-9,10-14,15-,16-17,18-,19-20
'00,1st,327,Bobby Abreu,Phillies,550,10,A,LF-RF+1,L,,-,1-2,3-,-,4-9,10-14,15-,16-17,18-,19-20
'02,ASG,17,Manny Ramirez,Red Sox,380,12,10,LF-RF+1,R,,-,1-4,5-6,7-,8-11,12-15,-,16-18,-,19+
'02,ASG,7,Nomar Garciaparra,Red Sox,450,11,15,SS+1,R,,-,1-,2-4,5-6,7-8,9-13,14-,15-18,-,19+
'04,UL,111,*Sammy Sosa,Cubs,480,11,11,LF-RF+1,R,,-,1-3,4-,5-,6-11,12-16,-,17-,-,18+
'02,SS,99,*Ron Gant '93,Braves,550,12,21,LF-RF+1,R,,-,1-5,6-,7-,8-12,13-15,-,16-18,19-,20+
'05,UL,148,**Shawn Green,Diamondbacks,370,11,13,"1B+1, LF-RF+1",L,,-,1-2,3-5,6-,7-10,11-16,-,17-18,-,19+
'00,1st,315,Jason Giambi,Athletics,460,10,C,1B+0,L,,-,1-,2-,3-4,5-10,11-15,-,16-17,-,18-20
'00,HRH,315,Jason Giambi,Athletics,460,10,C,1B+0,L,,-,1-,2-,3-4,5-10,11-15,-,16-17,-,18-20
'03,UL,133,Derrek Lee,Marlins,340,11,15,1B+0,R,,-,1-2,3-4,5-6,7-11,12-15,16-,17-18,-,19+
'03,UL,1,Garret Anderson,Angels,520,11,11,LF-RF+1,L,S,-,1-,2-3,4-6,7-,8-14,-,15-18,-,19+
'03,UL,277,Albert Pujols,Cardinals,470,12,9,LF-RF+0,R,,-,1-,2-4,5-6,7-10,11-16,-,17-18,-,19+
'00,1st,301,Derek Jeter,Yankees,490,10,B,SS+3,R,,-,1-,2-3,-,4-8,9-15,16-,17-,18-,19-20
'04,UL,47,*Paul Lo Duca,Dodgers,360,13,10,"C+6, LF-RF+0",R,,-,-,1-3,4-6,7-9,10-18,-,19-20,-,21+
'00,HRH,136,Manny Ramirez,Indians,560,10,C,LF-RF+1,R,,-,1-2,-,3-,4-9,10-14,-,15-16,-,17-20
'00,1st,136,Manny Ramirez,Indians,560,10,C,LF-RF+1,R,,-,1-2,-,3-,4-9,10-14,-,15-16,-,17-20
'04,UL,103,*Ken Griffey Jr.,Reds,360,11,12,CF+1,L,,-,1-2,3-,4-6,7-10,11-15,-,16-17,-,18+
'00,1st,347,Brian Giles,Pirates,610,10,B,OF+1,L,,-,-,1-,2-4,5-10,11-14,-,15-16,-,17-20
'05,UL,51,David Ortiz,Red Sox,410,11,8,1B+0,L,HR S,-,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
'03,UL,87,Adam Dunn,Reds,330,13,15,LF-RF+1,L,R,-,1-3,4-5,6-7,8-13,14-16,17-18,19-,-,20+
'02,UL,186,Richie Sexson,Brewers,260,10,13,1B+0,R,,-,1-5,6-,-,7-10,11-15,-,16-,-,17+
'01,1st,68,Nomar Garciaparra,Red Sox,510,10,B,SS+2,R,,-,-,1-,2-3,4-5,6-14,-,15-18,-,19-20
'01,UL,68,Nomar Garciaparra,Red Sox,510,10,B,SS+2,R,,-,-,1-,2-3,4-5,6-14,-,15-18,-,19-20
'04,UL,62,*Danny Bautista,Diamondbacks,510,13,16,OF+0,R,,-,1-,2-5,6-7,8-9,10-18,-,19-21,-,22+
'04,CC,116,*Billy Williams,Cubs,440,11,16,LF-RF+0,L,S,-,1-2,3-4,5-6,7-10,11-14,15-,16-17,18-,19+
'05,UL,43,Miguel Tejada,Orioles,510,11,12,SS+4,R,S,-,1-,2-4,5-6,7-9,10-16,-,17-18,-,19+
'04,UL,146,Jeff Bagwell,Astros,340,11,13,1B+0,R,,-,1-2,3-4,5-6,7-11,12-15,16-,17-18,-,19+
'03,UL,176,Torii Hunter,Twins,430,10,16,CF+3,R,G,-,1-2,3-4,5-,6-8,9-14,15-,16-18,-,19+
'02,UL,332,Frank Catalanotto,Rangers,370,12,18,LF-RF+1,L,,-,-,1-4,5-6,7-9,10-16,17-,18-19,-,20+
'04,UL,16,Luis Gonzalez,Diamondbacks,300,13,12,LF-RF+1,L,,-,1-,2-4,5-7,8-12,13-17,-,18-19,-,20+
'03,UL,105,**Edgardo Alfonzo,Giants,320,12,11,3B+2,R,,-,1-,2-3,4-6,7-8,9-17,-,18-19,-,20+
'03,UL,92,*Frank Catalanotto,Blue Jays,450,12,12,LF-RF+1,L,,-,1-,2-3,4-6,7-8,9-16,-,17-19,-,20+
'01,1st,155,*Manny Ramirez,Red Sox,490,10,C,LF-RF+0,R,,-,1-2,-,-,3-8,9-14,-,15-17,-,18-20
'01,1st,193,Richard Hidalgo,Astros,500,9,B,"CF+3, LF-RF+2",R,,-,1-2,-,3-,4-8,9-12,13-,14-16,-,17-20
'01,P,193,Richard Hidalgo,Astros,500,9,B,"CF+3, LF-RF+2",R,,-,1-2,-,3-,4-8,9-12,13-,14-16,-,17-20
'05,UL,223,Jorge Posada,Yankees,320,13,9,C+6,S,,-,1-2,3-6,7-,8-13,14-17,-,18-19,-,20+
'03,UL,100,*Preston Wilson,Rockies,580,11,16,OF+1,R,,-,1-2,3-4,5-6,7-10,11-14,15-,16-18,-,19+
'03,UL,110,**Randall Simon,Pirates,380,11,10,1B+1,L,,-,1-,2-4,5-6,7-8,9-17,-,18-,-,19+
'02,UL,123,Tony Clark,Tigers,250,11,12,1B+0,S,,-,1-3,4-6,-,7-10,11-16,-,17-18,-,19+
'05,UL,82,Adam Dunn,Reds,440,12,12,LF-RF+0,L,HR,-,1-3,4-,5-6,7-12,13-16,-,17-18,-,19+
'02,ASG,11,Torii Hunter,Twins,400,10,19,"CF+3, LF-RF+2",R,,-,1-4,5-,6-7,8-9,10-14,15-,16-17,-,18+
'05,UL,99,Victor Martinez,Indians,420,11,8,C+5,S,S,-,1-,2-3,4-5,6-9,10-15,-,16-18,-,19+
'05,UL,227,Gary Sheffield,Yankees,360,12,11,LF-RF+1,R,S,-,1-,2-4,5-6,7-11,12-17,-,18-,-,19+
'05,CC,167,**Pee Wee Reese,Yankees,460,12,23,SS+4,R,SB S,-,1-,2-5,6-,7-12,13-17,18-,19-,20-,21+
'05,UL,233,Erubiel Durazo,Athletics,320,12,10,1B+0,L,,-,1-2,3-4,5-6,7-10,11-17,-,18-19,-,20+
'03,UL,81,*Jose Cruz,Giants,330,12,13,LF-RF+2,S,,-,1-2,3-4,5-6,7-12,13-16,17-,18-19,-,20+
'04,UL,307,J. D. Drew,Cardinals,300,11,12,LF-RF+2,L,,-,1-,2-4,5-6,7-10,11-16,-,17-18,-,19+
'02,UL,302,John Olerud,Mariners,260,12,12,1B+0,L,,-,-,1-3,4-6,7-11,12-17,-,18-19,-,20+
'02,UL,41,**David Segui,Orioles,240,12,12,1B+0,S,,-,1-3,4-5,6-,7-11,12-17,-,18-19,-,20+
'02,UL,4,Troy Glaus,Angels,330,11,14,3B+1,R,,-,1-4,-,5-6,7-13,14-15,-,16-17,-,18+
'02,UL,219,Mike Piazza,Mets,300,11,9,C+2,R,,-,1-,2-4,5-6,7-9,10-15,-,16-17,-,18+
'05,UL,4,**Nick Johnson,Nationals,250,11,11,1B+1,L,,-,1-2,3-5,6-,7-11,12-16,-,17-18,-,19+
'02,UL,266,Aramis Ramirez,Pirates,310,11,12,3B+1,R,,-,1-2,3-4,5-7,8-9,10-15,-,16-17,-,18+
'02,UL,58,*Eric Hinske,Blue Jays,380,11,16,3B+1,L,,-,1-4,5-,6-,7-10,11-14,15-,16-18,-,19+
'04,UL,200,Jacque Jones,Twins,440,11,16,LF-RF+1,L,,-,1-2,3-4,5-,6-7,8-14,15-16,17-19,-,20+
'01,1st,350,John Vander Wal,Pirates,510,10,B,LF-RF+1,L,,-,1-3,-,4-,5-10,11-13,14-,15-17,-,18-20
'01,1st,185,Moises Alou,Astros,510,10,B,LF-RF+1,R,,-,-,1-,2-4,5-7,8-15,-,16-17,-,18-20
'03,UL,71,Fred McGriff,Cubs,400,10,9,1B+0,L,,-,1-,2-3,4-5,6-9,10-15,-,16-17,-,18+
'03,UL,88,**Travis Hafner,Indians,320,12,11,1B+0,L,R,-,1-,2-4,5-6,7-11,12-17,-,18-19,-,20+
'02,UL,89,*Jeremy Giambi,Phillies,280,12,10,LF-RF+0,L,,-,1-4,5-,6-,7-12,13-16,-,17-18,-,19+
'04,UL,106,**Tino Martinez,Yankees,350,11,10,1B+1,L,HR S,-,1-,2-3,4-6,7-11,12-16,-,17-18,-,19+
